reach_diff,5f_win_diff,5f_loss_diff,5f_finish_diff,5f_finished_diff,5f_opp_win_diff,strpm_diff,tdpm_diff,result
0,0,0,-1,-1,-13,-0.8502072232089999,0.13333333333333333,0
0,0,0,0,0,-4,2.0275376384299886,-0.11261393525973681,0
-2,0,0,0,-1,-10,2.7829842254978017,0.029583656581329193,0
1,0,0,1,0,-3,1.3133005775364195,-0.10585294371174898,1
-3,-1,1,-3,0,-21,-5.899244332493702,0.05037783375314861,0
2,1,-1,1,0,-26,-0.03465998983136531,-0.2575107296137339,1
-1,3,-3,3,-3,-62,-2.034292031962832,0.07366482504604052,0
2,2,-2,2,-2,-14,1.7743653250774,-0.3925696594427244,1
-1,0,0,0,0,4,2.967266215998713,-0.12232415902140671,0
-3,-1,1,0,-1,12,-0.12868220508935302,0.04787980747805161,1
-1,0,0,0,-1,-21,1.5753262028385695,-0.16879758598892375,0
0,0,0,1,-1,14,0.9914500454784811,-0.014964814016946722,0
-3,-1,1,-1,-1,-1,1.0858149215497916,-0.061799551713096396,0
-1,0,0,-2,0,10,-1.025646794150731,-0.147331583552056,0
-2,-1,1,-1,1,-10,1.3338280474208548,-0.024628157835303213,1
3,0,0,2,-1,-25,-2.9302128796650924,-0.07281553398058252,0
-1,-1,1,2,-1,-9,0.8662989136342025,-0.1673353416135241,1
-6,-1,1,-2,0,-6,-0.34247988446461797,0.06062433543349571,1
-1,2,-2,2,0,-27,0.86082390010503,0.07916909791107479,0
-4,0,0,0,0,-3,-0.5921395955642526,-0.10795825179386823,1
-2,2,-2,0,-1,-15,0.7756249407179383,0.025839793281653745,1
-4,1,-1,-1,-2,7,-1.9697841602107995,0.031185031185031183,1
-3,0,0,1,0,6,-2.62550443839123,0.07609384908053267,0
-2,1,-1,1,0,-15,2.067985122666476,0.05724605842623151,1
-3,0,0,0,1,-26,-0.3810364065703089,0.0711523989931754,0
1,1,-1,2,-1,-52,4.145360615883306,0.375,0
-1,-1,1,0,1,-1,-4.4152211225943105,0.021984442902530765,0
-4,0,0,-2,-2,4,-3.7484690034926125,-0.04701688431832149,0
2,-1,1,0,0,0,0.687645653203085,-0.14275269851833416,1
2,1,-1,0,-1,-22,0.5442754851645801,-0.14744787021073907,0
1,0,0,1,0,6,-1.6417170212105017,-0.06808441353247346,1
5,0,0,-1,1,-5,2.22196596643986,-0.026009736728934117,1
3,2,-2,-2,0,-6,0.8214115181168191,0.14140812812514858,1
5,1,-1,-1,0,-22,-1.2848571801226032,-0.09943915481935567,0
4,-1,1,0,0,6,-1.3575757575757574,0.03636363636363636,1
2,1,-1,-2,0,13,1.0675629762655925,-0.09610250934329952,0
2,-2,2,0,0,5,0.9929229771664123,-0.05002084201750729,1
-1,0,0,0,-1,-7,0.2347974196844227,-0.06766390075633752,1
-5,0,0,0,0,10,1.7175293751748437,-0.054570259208731244,0
1,1,-1,-2,0,-22,-0.1245382854943391,0.10230179028132992,1
1,1,-1,0,0,30,-1.8825657005323415,0.11879064036133631,1
-1,1,-1,2,-1,-21,-4.70762078188479,0.05048380311316786,0
-5,-1,1,1,1,5,0.5731427563084526,-0.08248926533733311,0
-2,2,-2,1,-1,-1,0.4205802528060696,-0.04697183979203469,1
2,0,0,0,0,-12,-0.7398652340193044,-0.061700965215807695,0
-3,-1,1,1,0,-6,-1.4849966564199333,0.08895478131949591,1
-2,0,0,2,1,-3,0.3134248049502286,-0.11923594296475654,1
-2,0,0,1,0,5,-0.7887096500346171,0.04400836853235637,1
0,1,-1,2,0,-17,0.4401913875598087,0.0,1
-1,1,-1,1,-1,-9,0.48458662235147454,0.09970918155380142,1
-5,1,-1,1,-1,-33,-0.8903051981428582,0.1289213579716373,0
-8,1,-1,0,0,-2,4.218726888610427,-0.14040561622464898,1
2,1,-1,-1,-1,-51,2.7517832119941414,0.0346369833426401,1
2,1,-1,-1,-1,-24,1.0865973062907965,0.01141769526045881,1
4,1,-1,0,2,-7,0.5910593090551499,0.22021247440795733,0
0,-1,1,1,0,-23,2.2821059038344496,-0.006086427267194133,0
-3,0,0,0,-1,2,-1.2172554448795538,0.01970208250137763,0
-1,1,-1,0,0,-43,-0.8540827147401906,-0.08280900200306349,1
-1,0,0,1,1,-10,-0.18582629060177114,0.03278688524590164,1
-3,-1,1,-1,-1,-5,-2.8439571539061923,-0.05016722408026756,0
0,0,0,0,0,4,-2.0275376384299886,0.11261393525973681,1
-1,-1,1,-1,0,-5,0.10910766145515582,0.39534046843595655,0
1,0,0,1,0,-22,-1.8582014908639235,0.1626207266369507,0
-1,1,-1,0,2,6,-1.5053639094281386,0.07545661269692838,0
0,-1,1,-1,0,13,-3.748616968394722,0.19073809791062007,1
-2,-2,2,-2,2,14,-1.7743653250774,0.3925696594427244,0
1,0,0,1,0,-15,-0.5265203107152807,-0.05039899202015959,0
-1,4,-4,2,-4,-49,1.4314779270633387,-0.345489443378119,1
-7,1,-1,2,0,-27,0.6860092226900418,-0.06448146157979581,0
-1,0,0,-1,-1,-10,0.7497356789485581,0.0,0
2,1,-1,-1,1,3,0.3621859330169199,0.05421929048346874,1
-2,-1,1,-1,1,-12,2.117583522105042,0.001040119613755594,1
1,-1,1,2,1,-7,0.4620598358485566,-0.01579737004677434,0
3,-1,1,-1,-1,-16,1.3027619299505044,-0.10054029546227378,0
-3,0,0,1,0,13,0.49452133794694353,0.0792964244521338,1
2,1,-1,-1,1,1,0.3478086924895436,0.021022004000727408,1
-3,0,0,-1,0,23,-0.7161519445931379,-0.13601105323380733,0
4,-1,1,0,0,-3,-0.4222222222222225,-0.15555555555555556,1
0,0,0,1,2,1,-1.0296143723538167,-0.05799290536674677,0
-1,-1,1,-2,1,2,-1.3429452251491516,0.030030030030030033,0
-2,0,0,0,1,13,-1.3849313010233897,0.04307250538406317,0
-2,-1,1,2,2,-9,0.1860082304526749,-0.13662551440329218,1
2,1,-1,-1,-1,-29,-1.0571385376799256,-0.03203450114181593,0
-4,1,-1,2,2,-12,-3.4361123870770163,0.16316414025417242,1
-2,0,0,-1,0,7,-2.3618114522098845,0.1111111111111111,1
-4,0,0,2,-1,3,-2.4117728018633207,-0.025355989624689004,0
1,4,-4,0,-1,-51,1.3455169885892775,0.08322974437432268,1
3,1,-1,0,0,-38,2.2037647421825004,-0.03805812855329076,0
-1,0,0,-2,0,4,1.6940149071086887,-0.087607075314273,1
0,1,-1,1,0,1,1.4230579851710683,0.0,0
2,1,-1,2,1,10,-3.686462303231152,0.0,0
5,0,0,1,0,-26,-0.05320031903996547,0.0,0
2,0,0,1,-1,-1,3.2,-0.17777777777777778,0
3,0,0,1,0,-9,-0.44653953289050774,-0.03076923076923077,1
2,-1,1,-2,0,15,-0.4552019107926455,-0.04249291784702549,1
2,-1,1,1,-1,5,0.5502111666229528,-0.13169446883230904,1
-5,2,-2,3,0,-24,2.2109931437746595,-0.04198740377886634,0
-9,1,-1,0,1,-17,-0.12284385547415733,0.12178619756427606,0
-5,0,0,-1,0,5,1.4078095267007873,0.0,1
-3,0,0,-1,2,-36,-3.125006158389556,0.08718168164152404,1
1,1,-1,1,1,-1,-1.1115325734615074,0.16704784217474572,1
-1,0,0,1,1,-14,0.8802739011023157,0.01813787018280788,1
-1,2,-2,2,-1,-33,0.8297653561885863,0.25412960609911056,1
1,0,0,0,0,-8,1.293856009559531,0.07414445513990772,1
-5,1,-1,0,-1,-57,-0.07261167327151741,-0.08891539379015816,1
0,0,0,0,0,14,-3.554632200380158,0.08100810081008102,0
-4,0,0,-1,-1,-8,-4.2861425915932125,-0.010472078739752769,1
-7,-3,3,0,0,-29,1.0168834422181492,0.07722007722007722,0
2,0,0,1,1,-7,-3.117141083621531,0.0735479294138512,0
-9,1,-1,-1,-1,-56,-1.9431678823520377,0.12678288431061807,1
2,3,-3,0,0,-69,-0.8263888888888891,0.0810185185185185,0
1,1,-1,2,0,-37,0.3944234398837412,-0.1342281879194631,1
1,0,0,0,0,-15,-4.667296938488153,0.0,0
2,0,0,0,-1,-13,1.3849313010233897,-0.04307250538406317,1
1,1,-1,2,-1,32,1.0376426503151084,0.0,1
1,-1,1,1,0,20,-2.663615560640732,0.0,1
-2,-1,1,1,0,20,-0.7508373181992427,-0.3730017761989343,0
0,0,0,-3,-1,6,2.354354755021867,0.0044177599881402435,1
-4,-1,1,-3,1,11,-0.8460014154281672,-0.006652512384996465,0
0,0,0,-1,0,5,0.03125110093815531,-0.08547770181448422,0
-3,2,-2,0,-2,7,-0.18063384579221697,-0.07961079168509508,0
-1,1,-1,-1,0,-20,2.663615560640732,0.0,0
2,0,0,-2,1,41,-3.064464041733947,0.0,0
0,0,0,0,1,-11,0.4865230525198565,0.014835722366717596,1
0,1,-1,0,2,-10,1.660609348160202,0.033161558629418664,0
0,-1,1,-1,2,6,3.3299761728177737,-0.10125350024866077,0
-3,1,-1,1,3,9,-0.26370261197085076,-0.1111111111111111,1
-1,1,-1,2,-1,2,-2.021311726075062,0.03782812104484765,0
2,2,-2,1,-2,-20,2.205563640551548,0.057416267942583726,1
0,1,-1,2,-2,-41,-0.6374339003894236,-0.08891166222586593,0
3,2,-2,0,-1,-6,-5.523967563503572,0.18644541109500026,1
5,0,0,2,0,-2,-2.5652943335327567,0.00450964521107855,1
4,-1,1,2,2,-6,0.5486642221058147,0.16635818636866306,0
3,0,0,3,1,-8,3.341269841269841,-0.26666666666666666,0
3,-1,1,2,0,-11,-1.0187482768127927,-0.31822442790184724,0
3,1,-1,0,1,-12,0.12868220508935302,-0.04787980747805161,0
-3,2,-2,3,-2,-33,5.321304758023548,0.061296607472826864,0
-3,1,-1,1,0,-9,-0.13306620696081684,-0.023482271816614636,0
-2,-1,1,-2,1,-12,1.0344811857453102,0.09102911401065833,0
1,-1,1,1,0,-15,2.8305551809038714,0.0,0
0,-1,1,1,0,11,-1.1776927820464804,0.0,0
1,0,0,2,-1,-5,-0.8242785974882203,0.09111617312072894,1
-2,1,-1,2,0,-4,-3.2318282664747855,-0.10095340888649038,0
5,1,-1,0,-2,-19,-1.0013625879866268,0.05663048607833884,1
-2,0,-1,3,-2,1,-0.3229970561456226,-0.09844764343673675,0
-2,2,-2,1,1,0,-1.131019411372919,0.0034104313727588015,1
2,1,-1,1,0,-5,1.2674746335963927,0.1183320477066398,0
-3,1,-1,-2,0,11,1.0187482768127927,0.31822442790184724,1
2,0,0,2,0,-9,0.4453429347184512,0.04981479542857653,1
-1,-1,1,0,0,-11,2.0364112292530723,-0.09958656764387375,1
2,1,-1,1,0,8,1.1322655069702794,-0.09448818897637795,1
-3,-1,1,-2,0,11,-1.6895419388892368,-0.08212357792819457,0
1,1,-1,3,0,-13,-0.8129968088192632,-0.01201044386422978,0
1,1,-1,2,-1,8,-5.661126997941618,-0.14897702626162154,1
-3,-1,1,0,2,-24,1.731410256410256,-0.14647435897435898,0
-2,0,0,1,0,-18,1.216997717599161,-0.09484300783418667,0
5,2,-2,2,-1,-64,-0.24108205500617208,-0.1551991722710812,1
0,1,-1,0,-2,-21,-2.141984191125742,-0.051546391752577324,0
1,2,-2,2,0,-26,0.4738935595934546,-0.06353880128627329,1
0,1,-1,3,-1,-34,-2.1404098211524434,-0.04627473108161183,1
-8,0,0,3,1,-3,0.30136530136530126,-0.0203962703962704,0
-3,1,-1,2,-1,18,-0.5281949440923119,-0.07940224138332139,1
0,0,0,1,0,48,-0.3360847013158046,-0.0566422721023994,0
-2,-1,1,1,1,51,-2.7517832119941414,-0.0346369833426401,0
1,-1,1,2,-1,40,-0.9654416074092151,-0.14346717510273108,1
2,-2,2,-2,0,33,-1.8946612672641274,-0.8241436425813847,1
-3,-1,1,0,0,-2,-2.3200706509421423,-0.16732706540682907,1
-5,2,-2,2,0,-24,0.11581695821125937,-0.14268727705112963,0
-3,-1,1,-2,0,7,-0.7637522165279913,0.019111230358526694,1
-1,0,0,0,0,-4,-2.3999999999999995,-0.044444444444444446,1
-3,0,0,-2,0,19,2.149911485993959,-0.05623242736644799,1
0,2,-2,1,-4,-17,3.1210247611158772,-0.15584415584415584,1
1,1,-2,2,-1,-38,0.3769156095204109,0.11917865141445677,1
1,1,-1,2,-1,-4,0.4939411207103759,0.09976693501997125,1
0,2,-1,1,0,-2,-0.09367530202209418,0.08915304606240713,0
4,2,-2,2,-1,-4,0.41999002509191996,0.04143646408839779,1
-3,2,-2,0,-1,8,0.9857044848573051,0.12430939226519337,0
2,2,-2,0,-2,13,0.42364936130317554,-0.1281300050783234,1
3,1,-1,0,0,2,2.3200706509421423,0.16732706540682907,0
0,1,-1,-1,-2,-19,1.3981634527089075,-0.11000918273645546,0
-1,-1,1,-2,0,-6,-0.4833396255703737,0.0225140712945591,0
-2,1,-1,1,-2,-34,-0.7416617018913265,0.10686047803213136,1
-2,1,-1,0,-1,-6,-1.5464589615558335,0.05156816544786417,1
-2,0,0,-2,-1,1,-0.5840972283628578,0.1306727188768041,1
-4,1,-1,0,0,3,0.4222222222222225,0.15555555555555556,0
-4,-3,3,0,1,14,-0.666666666666667,-0.42222222222222217,0
-9,1,-1,-1,-2,17,-0.897215797138696,-0.025854536108969414,0
1,1,-1,1,-2,-9,0.0036156814950238925,-0.04302254722730042,1
3,0,0,1,0,-23,0.7161519445931379,0.13601105323380733,1
6,0,0,-2,1,-5,-2.098569917584257,0.12919896640826872,1
-7,0,0,0,-1,-2,-2.8343686497828315,-0.020774300459140343,0
-1,1,-1,0,0,-14,0.06434040023839138,0.11875309252845125,0
-2,-1,1,0,-1,7,-1.9616717558866181,0.11379558105875774,0
1,1,-1,1,-1,-1,1.1060927678339114,-0.1234713301652949,1
3,0,0,0,0,11,-0.5111111111111111,0.02222222222222222,0
2,0,0,-1,0,5,0.21758029461482753,-0.05723255252354502,1
10,1,-1,1,-1,-29,-0.0809941025206724,0.0,1
-1,1,-1,2,-1,-18,-4.427088503481429,-0.08565310492505353,0
-1,1,-1,1,1,-3,-1.658437535386816,0.021592744093407223,1
3,3,-3,5,-1,-45,6.220430588520096,0.1973486861840132,1
-1,1,-1,-2,-1,-28,1.1199689199689207,-0.18508158508158506,0
-3,1,-1,1,-2,-10,0.8837244566960081,-0.1922440446304417,1
2,0,0,1,-1,3,-0.38292330975257793,0.04329004329004329,0
-2,-1,1,1,-1,-1,-1.515135722041259,0.06801302931596095,0
0,2,-1,3,0,-15,1.2208324847429304,0.06350031251536242,1
4,2,-2,0,-2,-29,2.9815932995714842,-0.030823918971562128,1
6,2,-2,3,0,-52,0.5663129973474792,-0.2030503978779841,1
-1,2,-2,3,-1,-23,0.8613825109916959,0.00134342940889106,1
1,1,-1,0,0,-7,2.031716986886246,0.030303030303030304,0
1,0,0,0,0,-11,-2.874595791805094,0.0,1
-1,1,-1,1,0,-36,0.47528005974607934,0.08737864077669902,1
0,0,0,0,0,-20,0.21042606516290752,-0.004110275689223057,0
0,1,-1,-1,1,-19,-2.2569713957165445,0.0,0
3,1,-1,0,1,-12,-2.326137624861265,5.5493895671478166e-05,1
1,-1,1,-1,1,24,-2.237324856880792,0.0617283950617284,0
-3,-2,2,-1,1,32,-2.1654408185099445,-0.19634341770513436,0
0,0,0,-1,1,-14,-0.9914500454784811,0.014964814016946722,1
1,1,-1,-1,-1,-21,0.9109287900021812,0.06433660196536053,1
-5,2,-2,-1,-2,-13,-0.8929922670528372,0.030565461029037184,1
0,2,-2,-1,0,-19,2.3086315346814397,0.046172862601527344,1
-7,1,-1,-1,-1,11,0.9411032401055892,-0.22019948441163312,0
-1,1,-1,1,1,-38,1.6186866323506486,-0.049103104039931345,1
-6,0,0,-2,0,23,-0.34081215022554234,0.013509562954663143,0
0,0,0,1,0,6,-2.973612904501827,-0.024807655902555084,1
-1,1,-1,1,0,18,-4.53853427895981,0.009929078014184398,1
-6,-1,1,1,0,-13,1.4643346295619408,0.20161272564727026,0
-1,-1,1,2,-1,-2,1.097101189078706,0.08410556698752919,1
-6,-1,0,1,0,4,-2.733951869807882,0.14962593516209477,0
-5,0,0,-3,0,11,-2.7561025086212725,0.34214618973561434,1
3,1,-1,2,-3,-45,1.6989537168182023,0.0,1
3,-2,2,0,-1,8,-3.8993125708372345,0.0,0
-9,1,-1,0,0,-6,0.6857148613526922,-0.030959752321981428,1
-5,0,0,1,1,10,-0.4978457358716222,-0.032555615843733045,1
-2,0,0,2,-1,-41,3.064464041733947,0.0,1
-4,0,0,1,0,-10,6.481176408304865,0.0,1
-5,-1,1,1,-1,-1,-3.0218978845797944,0.2698650674662669,0
1,2,-2,1,-1,-19,1.3508296085133464,0.0,1
1,2,-2,0,0,-20,4.10720250213921,-0.046620046620046623,0
-1,1,-1,1,1,7,2.598443029016277,-0.044444444444444446,0
-5,0,0,-2,0,-8,1.170247771587011,-0.2193841976281305,1
-1,-1,1,-1,-1,-2,1.420873436118423,0.05253761277055617,0
-6,1,-1,0,0,11,1.68447561833398,0.01891247864720154,1
2,-1,1,0,0,30,2.3726042476042473,-0.0383644133644134,0
0,1,-1,-1,2,-40,-2.2496517634671096,0.1363457953426183,1
-2,0,0,-2,2,11,-0.48299570288520544,0.10570902394106814,1
1,2,-2,-1,-1,-35,1.1624896565915424,0.12652889076339097,1
-2,2,-2,0,0,-28,-0.37342655962045335,0.10483401281304601,0
2,-1,1,0,0,-5,1.2642798324071531,0.018193871156525297,0
-1,-2,2,0,0,-15,0.7694444444444445,-0.3638888888888889,0
4,1,-1,0,0,9,2.2222222222222223,0.15555555555555556,1
4,2,-2,-1,0,-43,2.8651884700665198,0.23215077605321513,1
6,2,-2,0,0,-24,-2.314584716740948,0.0938349073974732,1
2,1,-1,-1,0,-10,0.9523591328592729,0.29083363952709274,1
4,0,0,1,0,-11,-1.137435897435898,-0.07487179487179488,1
2,2,-2,-2,0,13,-0.46133699781747683,0.10243310969202166,1
5,0,0,-1,0,31,2.568027240811944,0.023904340404564753,1
-12,0,0,-2,-1,-9,-1.6688346883468834,0.15555555555555556,0
2,0,0,-1,-1,7,-0.28696264975334795,-0.062344373972280945,0
-2,-1,1,0,-1,3,0.5575343188708346,0.012208780705200761,0
-4,-2,2,-2,-2,-32,-0.5354140347101324,0.0202193227499812,1
0,0,0,1,-1,-32,-0.9203394325112706,-0.08247149297268629,0
-1,-1,1,-1,-1,1,1.1115325734615074,-0.16704784217474572,0
-1,0,0,1,-1,-14,0.48279170561037554,0.04114937014582179,1
3,0,0,-1,-2,-7,0.5818811043690191,-0.06621314341932397,0
3,0,0,1,0,-18,-0.20642966411317065,0.008709848018373812,0
4,1,-1,3,-1,-11,0.8460014154281672,0.006652512384996465,1
3,1,-1,2,0,-7,0.7637522165279913,-0.019111230358526694,0
-2,-1,1,1,0,-4,-0.005660666999271591,0.08174386920980926,1
0,2,-2,2,-1,-20,2.582791995589732,0.0606980273141123,0
2,1,-1,2,-2,-17,-0.20031865585168163,-0.011832605401550955,1
-4,-1,1,-1,0,-10,1.7776179056754597,-0.14788169464428458,1
4,1,-1,1,-1,-28,0.5775871515799715,-0.08256880733944953,0
6,1,0,-1,0,-20,2.733951869807882,-0.14962593516209477,1
1,1,-1,1,1,5,-2.0988997010748585,-0.030299561152451818,1
0,1,-1,1,-1,1,-0.9346733490545187,0.06545579345689737,0
3,0,0,-1,0,2,-0.22593869485665907,0.010802039539271585,1
-1,4,-3,3,-2,-39,-0.9780656434934265,0.0,0
0,1,-1,0,-1,-20,2.058582247881601,0.128068303094984,0
5,3,-3,0,-2,-32,2.564710795801185,-0.03644140781210978,1
1,2,-2,0,-2,-30,0.9378518461951169,0.11701608971233546,1
2,1,-1,-1,0,-24,-2.224784561233159,0.03669134603714043,1
2,1,-1,-2,-1,24,0.7165188698700762,-0.05438234687564446,1
0,0,0,-1,-1,-4,-1.5572060123784264,-0.01980548187444736,1
3,1,-1,2,-1,4,-0.5762144458233811,0.08547395671345998,1
5,2,-2,1,-1,-28,1.4607362001253268,-0.13252346769740475,0
2,0,0,3,1,1,-0.9671556502587144,0.18251059059116445,0
1,0,0,-2,0,-26,-0.3786863270777472,0.2949438202247191,1
4,1,-1,2,0,12,1.9462679758075065,0.18534831219453285,1
4,1,-1,-1,-1,33,-1.1101476163587956,0.1863354037267081,1
1,1,-1,0,-1,39,0.8231970567256077,0.14087547396478584,0
5,-1,1,0,1,57,0.07261167327151741,0.08891539379015816,0
2,-1,1,-1,1,46,-2.4434159069461856,-0.07833996279688732,0
7,-1,1,-1,3,23,-4.722526550105442,0.2172928927116342,1
6,-1,1,-1,2,15,-1.1190080088123342,0.2974917290056322,0
1,-4,4,-2,4,49,-1.4314779270633387,0.345489443378119,0
5,-3,3,1,4,40,0.8342909615636884,0.22988324806506621,1
-1,-2,2,-2,2,18,0.29392066261950944,0.23742227247032222,0
-2,0,0,0,0,-7,-0.19667186687467497,0.08888888888888889,1
-1,0,0,2,0,-17,2.5889391180663694,0.049552382300745074,1
-6,-1,1,-1,1,-13,2.1932355031564863,-0.0018581230170343632,1
-4,0,0,1,1,-1,1.567249727670399,-0.21276335718644618,1
-4,0,0,-2,0,1,-2.739401999149763,0.03253796095444685,1
1,1,-1,-1,0,-32,2.280343311731144,-0.09935214384760138,1
0,0,0,0,0,-14,3.554632200380158,-0.08100810081008102,1
-7,0,0,1,0,-14,0.2262133120791594,0.0,0
-1,1,-1,1,-1,-24,2.237324856880792,-0.0617283950617284,1
-4,1,-1,-2,0,-1,-0.5589074189735679,0.034158838599487616,1
2,2,-2,0,0,-4,1.009532019623392,-0.21439640961690953,1
-2,3,-3,3,-1,-7,-1.25397038029322,0.13852794522586886,0
-2,1,-1,1,-1,-4,-0.29038572251007455,0.07783534830166955,1
-3,0,0,2,1,-6,0.044349070100142995,0.028612303290414875,0
-1,0,0,1,0,-9,3.1891383370560846,0.17399710004833252,1
-2,-1,1,-2,1,6,3.4573422045446796,-0.013815866663292542,0
1,0,0,2,1,-1,0.6385609670086749,0.12108980827447025,0
-2,2,-2,0,-1,-42,0.9727083866928479,0.15723270440251572,1
0,2,-2,-1,0,-26,-0.553652058432935,-0.0015050907481186093,0
-1,1,-1,0,0,7,0.5371204001429082,0.06195069667738477,1
2,2,-2,1,0,-29,-1.7219091605065322,-0.0378686144822768,0
1,1,-1,0,0,-27,1.5939537167060545,-0.11626765306937925,1
-1,0,0,0,1,-25,1.6098115898889818,0.0,1
-2,-1,1,2,1,5,0.09339452092893907,0.023751912112362675,0
-2,-1,1,1,-1,27,0.5364267742901827,-0.034202077119159596,1
0,2,-2,0,0,-13,3.6444444444444444,0.06666666666666667,1
0,1,-1,0,-1,3,3.0888888888888886,-0.08888888888888888,0
-2,1,-1,-1,1,-5,-0.5502111666229528,0.13169446883230904,0
0,2,-2,1,0,-8,1.9522210184182014,-0.012513542795232951,1
-3,3,-3,0,-1,-6,1.504080345305808,0.12279983626688497,1
-4,0,0,1,0,31,-2.613621004986398,0.08143875127248049,0
6,0,0,-1,0,-9,1.1666666666666665,-0.04276485788113695,0
1,0,0,1,0,-22,0.7691442172454828,-0.022222222222222223,0
-2,-1,1,0,0,15,0.37330923267002714,-0.03683241252302026,1
-3,0,0,0,0,-11,0.5111111111111111,-0.02222222222222222,1
2,1,-1,1,0,3,-2.4431907169681035,0.05680302829393265,0
-2,1,-1,0,-1,-11,1.2693260573733127,0.052862262730226595,0
