age_diff,reach_diff,5f_win_diff,5f_finish_diff,5f_finished_diff,5f_opp_win_diff,strpm_diff,tdpm_diff,result
-2.5780822027617987,-1,1,1,1,-9,-2.262678062678063,0.05356125356125356,1
4.189041089815987,-2,1,0,0,-30,-2.3726042476042473,0.0383644133644134,1
9.46849314322045,-4,0,0,0,-24,0.9102213086641218,-0.3023620636617467,0
2.257534238850358,9,2,0,-1,-26,1.4164191750278707,0.0,1
1.4136986210419522,7,0,-1,0,14,-0.2262133120791594,0.0,1
-12.235616444565288,7,3,0,0,29,-1.0168834422181492,-0.07722007722007722,1
1.7479451993600712,8,0,-2,0,41,-4.975388860902796,0.0,1
-6.410958911042648,2,1,-1,-1,4,0.049348117460704444,0.0,0
-5.353424663892724,3,0,-2,0,-33,-0.4461345009543054,-0.020208824520040417,1
-1.893150691768458,5,0,1,2,-3,1.87198990166477,-0.03731833913208869,0
-1.2273972706786225,4,0,-2,0,-29,-0.6098445320928922,-0.032862272059993994,0
1.0438356082474414,-1,2,1,-1,10,1.301796242972713,0.03482791718085834,0
-11.789041102784246,-3,4,2,-1,-44,-0.037355199791748284,0.07028504490433424,1
-9.44931507606696,2,2,-1,-1,-11,-1.8184234502695635,-0.29236112538276576,1
-0.6794520593060014,-1,0,-1,0,22,-0.7691442172454828,0.022222222222222223,1
-3.942465760679191,-5,3,1,-2,-4,-0.13444909344490874,-0.08396094839609484,1
-5.830136991747722,-2,2,0,0,-5,-1.3406451612903227,0.03477726574500768,1
-5.235616443391169,1,1,2,-1,-2,1.3429452251491516,-0.030030030030030033,1
-9.652054810000667,0,3,1,1,9,1.2279105193517754,0.07439553626782393,1
-6.3616438419241845,-2,0,2,1,-7,1.0785151284007122,-0.042461225527587076,1
3.252054785135279,-1,-1,-1,0,-8,-1.991292332559898,0.18084486968914842,0
5.956164378154398,-5,0,-1,-1,-14,-1.5814263798779122,0.3854389721627409,1
-4.101369868922436,-1,0,0,0,2,-2.207125297537753,-0.17208413001912046,0
-0.789041106321605,-4,0,-1,1,-29,-0.0778722508002585,0.10752973812988956,0
-1.7506849385206067,-4,0,2,0,-29,-0.7665955525417236,0.05490173242649127,1
3.046575331287137,-3,-1,-2,1,-19,0.01483962604142297,0.12919896640826872,1
0.7917808133319326,-1,-2,-2,1,-24,-2.006974858069748,-0.06763990267639902,1
4.509589035059236,-5,0,-1,-1,-14,-3.1934050695902156,0.29571217348447515,0
5.0273972516718075,-3,-1,-1,0,27,-3.5694252180485604,0.10627478789628789,0
3.613698624928208,5,0,3,0,-11,2.7561025086212725,-0.34214618973561434,0
2.3589041031262354,-3,0,0,-1,-13,-7.314441030308963,0.20295983086680763,0
-2.8000000076302385,-3,2,1,-1,-18,-3.4944570135746607,0.15305429864253395,0
3.4794520504697743,1,-2,-1,0,-1,-1.3228195820076178,-0.04334258733221252,0
1.1123287610851094,0,-1,2,1,9,-3.15104611009547,0.09786715417428397,0
-6.361643841087584,5,1,-2,0,-7,3.909474006601858,0.1503567498894019,1
-7.830136995005965,3,2,-1,-2,-48,0.6191452991452997,0.13367521367521368,0
1.53424657030261,0,1,0,0,-17,-4.803904473426391,-0.2614487178334846,1
-0.23835616970779228,-2,3,3,-2,-35,1.556688264938805,-0.09520518358531317,1
-2.704109595307809,0,3,2,-2,-6,-1.9294389820705606,0.15037593984962405,1
-8.40821918537716,-1,3,2,-1,-29,1.2215050041154862,0.11656143759106363,1
-3.854794528117676,-1,2,-1,-1,-2,-0.47665198237885464,0.002803364036844211,1
-9.27671233462037,-3,1,-1,-1,-5,0.1917615943705262,-0.02631085559598862,0
-8.70410959504865,5,0,1,-3,-13,-1.6667703876572024,-0.054479450278750174,1
1.7780821861570857,5,0,2,-1,-10,-1.1922381416052303,0.006885519543747401,0
2.1041095823173563,0,1,1,-2,-8,0.3667992574913823,0.047414478918058875,0
2.2273972538250604,-1,1,-2,0,7,-0.7707244529424262,-0.06097301890800935,1
6.720547936106861,2,-1,-1,0,1,0.5729340533464251,0.08941253477335953,0
-1.7671232923138973,-5,0,2,-1,-7,-2.6895000221425085,0.04951950755059563,1
8.104109583354923,3,0,2,0,-19,-2.149911485993959,0.05623242736644799,0
2.4931506794852574,-5,-1,1,1,7,3.9353493222106364,-0.18769551616266944,0
1.0958904060337389,-1,0,0,0,-1,-1.3087394745857452,0.0037143217756621764,0
-2.145205487769278,-2,1,3,-1,-9,3.244219507777755,0.1296460266033445,0
-0.3479452133994769,0,1,1,-1,-10,-0.912207986267072,-0.04780731207279165,1
4.117808212458463,-10,1,-1,0,0,-4.516632271153242,-0.16390919584455566,0
-8.375342474167496,0,4,1,0,-18,0.37108066971080667,0.15251141552511416,0
5.342465749247047,-1,-1,-1,-1,13,-0.4373611838298106,-3.857918377470071e-05,0
1.323287662324141,-13,0,-2,-2,-6,0.34514428146869935,0.022222222222222223,0
-7.723287679179414,3,2,1,0,-9,2.569490959122595,0.08958136001651677,1
-4.775342471626107,-1,1,4,-1,-8,-2.218885339013135,-0.022222222222222223,0
-3.257534251323598,-3,1,1,0,4,-1.6057456696239965,-0.06320236586396281,1
-11.816438361801016,-1,2,1,-1,-4,-1.6909090909090914,0.05656565656565656,1
-3.731506854097958,0,0,0,-2,4,0.6722947451584069,0.026246719160104987,1
2.3123287605599963,-2,-1,1,0,6,3.4798383132767006,-0.18597442851607904,0
-4.101369871191835,1,2,1,-3,-23,0.6458616010854814,-0.08264462809917356,1
2.569863005855627,-4,-1,-2,0,14,-2.3710129601849355,0.0,0
1.1808219106352453,-6,-1,0,0,23,4.243030899316992,-0.055325034578146616,0
-8.31506850093195,-3,-1,-3,1,-35,1.8052287581699353,-0.03529411764705882,1
-7.126027405501553,-2,2,-1,0,-39,1.3457147028763323,0.0,1
-4.520547954724279,2,2,1,-1,-3,5.0035308609162605,-0.1849217638691323,0
-10.180821923893618,6,2,2,-4,-49,3.234025418119236,0.0,0
1.6328767074560204,-3,0,-1,-1,2,0.47217134000281646,0.0,1
5.473972594873764,-1,0,-2,0,-35,-3.8716302445759023,0.28511087645195354,0
-4.142465759529998,-8,1,0,1,4,-1.3385594332196273,-0.3276699029126213,0
8.624657527670685,-10,-1,-1,1,29,0.0809941025206724,0.0,0
-4.627397267876908,3,0,-3,0,-6,2.3925415949512336,0.020042073054121257,0
-6.871232882974116,3,0,0,1,-4,2.0262245419373675,-0.12504562376815825,1
4.082191775458774,0,-1,0,0,-22,0.12490776998178887,-0.1628222523744912,1
-2.6712328831644427,2,1,0,-2,-3,-0.21479974799038093,-0.3026481715006305,0
-8.046575348208087,-2,5,5,-3,-14,3.343283582089553,0.255863539445629,1
-2.2739726086052414,2,0,0,-3,-27,-1.0641880994822168,-0.4389270859859095,0
-16.920547953434426,8,0,-1,0,-57,2.881372901427459,0.4342581423401689,1
-10.764383572666986,0,1,0,-2,-40,1.8485275466254243,0.3819918144611187,1
-9.46849315650574,4,0,0,0,24,-0.9102213086641218,0.3023620636617467,1
-7.057534254096396,3,1,0,-1,24,-1.693544114564498,0.5191059841384282,1
-2.320547950647132,0,0,1,0,1,-2.8551135289387237,0.3569600915592551,1
-6.03287672003605,1,1,1,-1,-14,0.738762413007827,0.43735705583432816,0
-2.926027402772384,2,1,-1,0,-20,0.7508373181992427,0.3730017761989343,1
-1.4000000050705879,4,0,-2,0,15,-4.112579705248933,0.3661162957645369,1
2.145205474961191,2,-1,-3,1,9,-3.244219507777755,-0.1296460266033445,1
-2.2767123358087566,-3,-1,0,0,-5,-4.2192419001905845,0.13129102844638948,0
-2.0547945272644625,-5,-1,-1,-1,-1,-5.461672920132909,0.021096300127346257,1
-8.312328774041227,-4,0,1,0,-15,0.288888888888889,0.06666666666666668,1
-6.980821926363525,-3,-1,-2,0,-8,-1.9714533924072628,-0.029623838067935032,0
-0.9260274032035731,-6,0,-1,0,-16,-2.313928012519562,0.18608402552064518,0
-9.019178088352934,2,1,1,-1,-18,3.5663965289213464,-0.10122311261071278,0
-8.32328768203196,-5,0,0,-2,2,0.7578974736750874,0.0,1
-4.378082198708174,0,1,2,0,-29,-0.43881366860090276,0.008768536428110901,0
3.0602739666329626,1,-1,-4,1,-59,-4.001691069727995,0.08823174361773363,0
2.2821917732796493,2,-1,-4,1,19,-5.794800235456524,0.12979989183342347,1
1.6520547857363894,-8,1,0,-1,-8,-1.7807600405878694,0.21206070723271467,0
0.0356164340179177,-7,0,-1,1,7,-0.7825522690978373,0.23334952857386118,1
-3.9589041150572406,0,0,2,1,-21,1.8520487264673324,-0.17777777777777778,0
3.4383561566669556,2,-2,-1,1,1,-0.4205802528060696,0.04697183979203469,0
2.6657534182693112,5,1,1,1,-7,-0.24834917083113028,0.23986293546544832,1
-3.257534254703039,0,1,1,1,-7,-1.3190938511326864,0.17319626879878164,1
-5.594520553131751,1,2,1,-1,-5,1.5750113999088013,0.06639306885544921,1
0.5726027332432153,-2,1,0,1,-14,7.766590119531296,-0.04357298474945534,1
6.964383555328197,4,0,2,0,-1,2.739401999149763,-0.03253796095444685,0
-8.73150686874908,0,4,4,-1,-37,2.377622377622377,0.0,0
-8.71506849812478,3,1,1,1,5,2.8439571539061923,0.05016722408026756,1
-7.380821925914926,5,2,2,-1,-19,2.8696276043868636,0.03607937462417318,1
-2.358904114903858,3,0,0,1,13,7.314441030308963,-0.20295983086680763,1
-6.043835621499362,5,0,-1,0,-23,5.4162481404942895,0.0,0
-5.158904117748573,0,1,1,0,-2,4.4187957418496335,-0.022222222222222223,0
2.3835616385201064,0,0,1,1,-11,-1.114420857165507,-0.05263296971502285,0
-9.109589049517467,6,0,-1,-1,-25,0.8708537668455807,-0.1623326474660606,0
-6.704109594266711,3,0,-1,0,-13,-0.49452133794694353,-0.0792964244521338,0
6.745205473846394,2,0,1,0,-7,2.3618114522098845,-0.1111111111111111,0
1.1643835566850527,-7,0,1,1,2,-2.6237814142989686,0.0,1
5.4410958859836995,-2,0,1,-1,4,1.9725599737101542,0.0335195530726257,1
-0.0328767196849995,1,0,0,-1,-14,4.027609997774064,-0.14057993854738254,0
4.687671219196851,0,0,1,0,-26,-2.6176672844516817,0.027127520105352382,0
-6.345205486664248,-2,0,0,0,-14,-0.8284785000239154,-0.08469890467307598,1
5.578082183370782,2,-1,-1,2,11,2.895097438938013,0.0,0
14.556164379250347,-5,0,-1,-1,0,-0.8607175790091368,0.0,1
-1.0575342531849614,-1,1,1,1,-4,0.8950343358590618,-0.028851274143267623,0
-2.471232881672911,-1,-1,0,-1,-23,1.2646216598250568,-0.07957479436049635,1
-8.928767134405312,0,1,2,1,-47,0.43888103096023867,0.0,1
4.238356156216128,0,-1,0,0,-6,-2.6801944096891015,-0.16538037486218302,1
6.7671232813954205,4,-1,2,0,1,0.5589074189735679,-0.034158838599487616,0
7.610958897023501,6,2,3,0,22,1.462444145201685,-0.19370460048426152,1
-0.19726028084892988,0,-1,1,0,34,-0.045297289435134225,-0.27282266526757604,1
5.353424651023367,-3,0,2,0,33,0.4461345009543054,0.020208824520040417,0
6.956164376378897,1,-1,1,-1,24,-2.9306544419787204,-0.0592341956028198,1
-0.6356164448838797,-1,0,1,1,-11,-2.092009830007833,0.0778627506083962,0
2.5561643772240927,-5,0,-1,0,-15,0.4070323488045009,-0.059915611814346,1
5.216438348622113,-2,-2,-1,1,-27,0.7626071669845444,-0.18537664428461414,0
12.235616433049728,-5,0,1,-1,5,-2.22196596643986,0.026009736728934117,0
-1.8684931558174753,5,0,0,0,-10,-1.7175293751748437,0.054570259208731244,1
-1.8465753512481342,6,0,-3,0,-16,-3.5598141695702665,-0.1580332946186605,0
-3.106849319955984,7,1,0,1,1,-2.168738229755179,-0.044444444444444446,0
1.5287671169934285,0,-2,0,1,-11,0.16790123456790162,-0.18271604938271604,0
4.893150676947002,2,-2,-3,0,-2,0.8071616749861339,0.06944444444444445,0
2.8082191712636373,1,1,1,1,-29,0.8264556479449376,0.07470145178407675,1
-2.52876713106874,-1,-1,-1,1,15,-0.5509057050956487,0.03300039501156821,0
-2.0931506909888142,-1,0,-1,0,22,1.8582014908639235,-0.1626207266369507,1
6.5260273910379,-5,-1,1,0,22,1.2848571801226032,0.09943915481935567,1
-0.4931506920301558,-2,-2,-2,1,11,0.7252232309414244,-0.05257555030468852,1
-2.1972602808632686,-5,1,1,0,-44,3.405455781970227,0.04382761139517896,1
2.7424657451235674,-1,0,1,-1,-12,0.22454031117397477,-0.006740629420084868,0
-14.10958904712541,4,2,1,0,-13,1.5258598473585088,0.013618792744573296,1
-2.890410964588,5,1,2,0,-12,-0.6666666666666665,0.022222222222222227,0
-3.3369863065415117,4,0,-2,1,0,-0.973853224018411,0.20988194140795802,0
-3.545205486935849,4,2,2,0,-19,-0.7099415204678361,0.09122807017543862,0
-4.27397261237288,4,0,-1,1,-13,0.6678270247738909,0.11011522100328235,1
1.4136986230200392,3,-1,0,1,2,-0.04846379692255631,0.15219950514007746,1
4.74794519943395,-2,0,-1,0,11,0.1300223095395352,-0.17348482312157026,0
-0.8602739792819989,3,1,1,0,-22,-2.4978672079545783,0.11107328819799037,0
-3.616438363350575,0,2,1,0,-24,-0.382521521022527,0.13863301853891516,1
-5.936986310427699,3,0,2,0,28,-2.494955640511064,0.11503500631112484,1
-3.115068501255138,5,1,1,2,5,-0.3766694754962767,0.35229413870796245,1
-0.3452054872118495,-5,-1,0,1,26,-2.607709750566894,0.23966192537621103,1
3.9753424589041693,-1,0,-2,1,36,-6.513920282264733,0.2727272727272727,0
-4.816438364748926,4,3,0,-1,-23,-4.450038864151759,0.0024173235287047144,1
-2.5945205552527284,-1,3,1,-1,-8,-0.8174962047718406,0.0,1
-0.41643836236058007,2,2,1,0,-22,-0.20623547469687153,-0.01729605073508216,0
-4.375342473763922,1,-1,0,0,3,-0.3120727370377203,0.003792958784748543,0
-0.8438356215070044,3,1,1,-1,12,-0.17658975619506556,0.015347879874883171,0
-7.339726036250539,1,1,2,-1,-38,1.8604167440478405,0.07209449169854774,0
-6.284931513298581,1,1,3,0,-23,0.6185421089879686,0.16588818117480536,1
4.490410953993635,-2,-2,0,2,-13,-0.42364936130317554,0.1281300050783234,0
2.4767123220035145,0,-1,2,2,5,-0.9623931623931625,0.16239316239316237,0
9.40547944653979,5,0,2,0,8,-1.170247771587011,0.2193841976281305,0
-1.7123287749129474,-1,1,-2,1,-40,0.9654416074092151,0.14346717510273108,0
3.676712323667683,0,2,-1,-1,-10,-0.7068592668980531,-0.32830284513740854,0
-2.0246575413352303,2,-1,-1,2,10,0.513086565089302,-0.05635002506119652,1
5.457534235592341,-5,-1,-2,0,-2,-0.47652982184353254,0.019175488424132886,0
-3.1890411036386013,2,0,1,0,-23,-1.0213314014328265,0.0,1
1.0602739658233418,0,1,-1,0,-11,1.1776927820464804,0.0,1
-9.728767133433792,1,-1,1,0,3,2.8172661870503592,0.03083247687564234,0
3.0986301304006503,-2,2,0,1,-9,4.222222222222221,-0.022222222222222223,1
-1.7479452128861581,-8,0,2,0,-41,4.975388860902796,0.0,0
2.4191780767049416,-2,0,2,1,4,3.2039219820769635,-0.2,0
-6.5123287733955735,-5,1,0,-2,-2,1.7322317304151316,-0.05222411800228538,1
-14.556164389064435,5,0,1,1,0,0.8607175790091368,0.0,0
0.27945204826880854,3,2,1,0,-42,0.7747364783134612,0.16440297217902194,1
2.0849314994217707,4,1,0,-1,-19,0.1428640360482083,0.02541042324723386,0
-6.26849315646426,-4,0,-1,0,-13,0.7991182143841273,0.4376205566271699,1
-10.30136987522112,0,0,0,1,-40,2.2804204122810985,0.49523045880953454,1
-3.3260274081709724,2,2,1,-1,-22,-1.3957470241877408,0.3758207311390689,1
-5.931506857575187,-2,3,1,-2,-14,-0.10699300699300629,0.24965034965034963,1
-0.786301375619523,-4,0,-1,0,11,1.137435897435898,0.07487179487179488,0
-5.882191787536975,-2,1,-1,1,26,3.670222982721443,0.2292134831460674,1
-3.2794520619045215,-2,0,-2,0,28,0.11339413781843888,0.020839864875624305,1
6.030136979871898,-6,-1,-1,1,-8,-0.35813368973779847,0.2507027917053696,0
-6.008219192536636,0,-1,1,1,-33,-3.1364700853430936,-0.12028267113478772,0
4.27945204511343,-1,2,3,-1,13,1.1686669586800993,0.18204117389399913,1
1.8136986144426999,1,2,3,-1,45,-0.5282380112789822,0.34403669724770647,0
-7.610958914408165,-2,2,2,0,-33,1.8946612672641274,0.8241436425813847,0
2.391780813346422,-4,0,-2,1,-22,3.021450159816193,0.331537062136246,0
5.043835609259034,3,-3,-1,1,-8,-1.7499355466985855,-0.12743509358140825,0
6.789041090890919,-1,1,1,-1,7,2.6619477006311985,-0.125,1
-14.139726034923164,-1,0,0,0,-17,3.206418666677314,0.20849886407646823,0
-2.1972602798100667,3,-1,-3,0,-12,0.18969496600336822,-0.12276214833759592,1
7.241095884602331,1,0,1,-2,-5,-0.06679029516303459,-0.016782568382012045,0
1.8739725955665278,1,1,0,-1,-37,0.028279654359780082,-0.08788872972598308,0
-1.819178088900621,-3,0,2,1,-16,3.1528888888888895,-0.03733333333333333,0
-5.687671244062116,1,1,1,0,-21,0.07623002068069962,0.06300399185597258,1
-2.9232876790392197,-1,0,1,0,-19,-0.6709962307577926,0.10468860111331647,1
-1.4136986356406638,-3,1,0,-1,-2,0.04846379692255631,-0.15219950514007746,0
-2.200000005893841,-4,-1,-1,1,28,-0.5775871515799715,0.08256880733944953,1
-3.290410966866247,-3,1,1,0,-9,0.7098243733509237,-0.040093172823219,0
-7.386301378224758,2,-1,1,1,4,-0.9626570915619386,-0.2,0
-0.5452054869378173,2,-2,-2,1,13,-2.451271409057477,0.06980928864137859,1
0.03287670661818254,-1,0,0,1,14,-4.027609997774064,0.14057993854738254,1
-1.1589041147679566,2,-1,2,1,2,-1.1927081167255844,0.23277188604699522,1
-5.602739734193236,3,0,1,1,-27,-1.150470366886172,0.2322201317027281,1
-5.2328767182822205,-4,2,1,-1,-43,-1.0324536209783792,0.2340702210663199,1
1.5999999957086501,2,1,0,0,2,0.3937922704528227,-0.08769528699409648,1
-4.501369868123799,-4,-1,-1,-1,11,-0.2555217997322634,-0.03977859762940773,1
-5.860273978893169,1,1,1,0,-7,-1.455834918011359,0.3130452381655121,0
1.39999999362972,-4,0,2,0,-15,4.112579705248933,-0.3661162957645369,0
-1.5260274020807003,-2,1,1,1,0,2.1924776656091387,0.0,0
-5.0054794588427285,4,1,0,-1,-41,1.2978850295433202,-0.06414490032580492,0
2.3287671157611243,2,-1,-4,0,-15,-0.3463639355051007,-0.34794340243501154,0
-0.4602739780448353,5,1,-1,1,1,3.0218978845797944,-0.2698650674662669,1
-1.9205479526799856,-1,0,-2,-1,5,-3.5360406091370553,-0.1692047377326565,0
-14.052054799858986,-3,0,0,0,-10,0.13792634165319306,0.20971194340937233,1
-1.0520547992761884,1,0,0,-1,0,1.2721474838066766,0.1111111111111111,1
3.2575342421450415,3,-1,-1,0,-4,1.6057456696239965,0.06320236586396281,0
-2.5205479509088704,2,1,1,0,-23,0.4864287998183956,-0.01835423676965433,1
-7.309589045864225,-1,0,2,0,-2,0.21111111111111036,0.0,1
-5.364383569019722,-1,-1,-1,1,-18,0.6135470570911687,0.13333333333333333,0
-4.339726032660707,1,0,-1,-1,10,0.18582629060177114,-0.03278688524590164,0
-5.076712334428848,0,-1,-1,0,-18,-0.4566735669097879,-0.029600108340265822,1
-1.0054794580983284,2,1,0,1,-3,-0.5575343188708346,-0.012208780705200761,1
-6.6082191866073074,3,0,-1,0,-13,-1.9832467018649642,0.24829806682219402,1
-6.7863013780510215,0,2,-1,0,-22,-2.9761651066341,0.5714199848094902,0
-0.6219178168318535,-1,0,-1,-2,-18,-0.9896713615023471,0.2222222222222222,0
6.027397253583523,-5,0,-1,-3,20,0.22287104622871023,0.031792376317923754,0
-1.9178082263726282,3,-3,-1,2,3,1.600936523182126,-0.28110359187922956,0
1.8794520421635355,0,1,3,0,-14,-0.9891892321151805,-0.15833976358724783,0
-3.3890411026330582,-1,0,1,0,-14,0.29161936560934887,-0.12033388981636058,1
5.7123287617318255,-1,-1,0,0,10,-4.165484052015061,0.02348347112990433,0
-0.2520548017635065,-3,0,-1,-1,11,0.020206844542081992,0.01975633849193283,1
1.947945199287581,1,-2,-2,0,27,-0.86082390010503,-0.07916909791107479,1
4.758904103849346,-2,-1,1,-1,-1,-0.3478086924895436,-0.021022004000727408,0
6.293150679193271,-2,-2,1,-1,10,-1.5126563649742457,-0.6169977924944812,0
-2.3534246637555754,-5,-2,-2,1,-17,-0.8555363874512811,0.010693784489977098,0
0.48493150063039536,-1,0,0,-1,3,-6.3071063329753425,0.08827892168890851,1
-0.09589041777492469,-1,1,1,0,-21,-3.345097455735754,0.1909537271239399,1
-2.884931516383787,0,0,0,0,-19,1.205234881963217,0.09874643370261676,0
-7.304109596446764,-1,-1,-1,1,-10,-0.4730485819057977,0.11402862021114744,1
-1.0547945328878399,-1,0,0,1,0,-0.26555265268113515,-0.09964044595049018,0
-12.172602744849087,2,1,2,-1,12,-1.0344811857453102,-0.09102911401065833,1
-6.542465760939848,-1,2,2,0,-40,9.044477028347995,-0.05376344086021505,0
-0.9863013762085515,-3,0,0,-1,0,-0.053331960037079185,-0.05639097744360903,0
5.076712322357057,0,1,1,0,18,0.4566735669097879,0.029600108340265822,0
-6.293150691870654,2,2,-1,1,-10,1.5126563649742457,0.6169977924944812,1
-1.1698630184274457,4,3,0,-1,-14,0.666666666666667,0.42222222222222217,1
-8.202739732595035,1,0,1,-1,-18,-0.10101010101010122,0.07676767676767676,1
-2.843835625707065,-2,0,-3,-1,-34,2.175426713627743,0.2783870998954987,1
2.0849315003737985,-2,0,1,0,13,0.050669246895661324,-0.17958393807450412,0
4.901369854946701,-2,-3,-1,0,9,-0.007034721785332376,0.010659869221926327,0
11.09041095259792,4,-1,1,2,-7,1.9697841602107995,-0.031185031185031183,0
0.9589041023964384,5,1,-1,-1,-9,-1.339896126820327,0.21148036253776434,0
-0.8301369911779233,-2,1,1,1,-10,0.3418062776814943,0.17862507221259386,1
-0.3643835678462395,0,-3,-3,1,-12,-0.17962831439393945,-0.16512784090909094,0
4.561643829170816,-2,-2,-2,0,20,-1.77697081541232,0.03348563094369947,1
0.9835616368886022,-2,-2,-1,1,1,0.22649572649572658,0.4728826728826728,0
2.6712328720694174,-2,-1,0,2,3,0.21479974799038093,0.3026481715006305,1
2.8767123229934413,-3,0,1,0,-5,-2.0481444493909753,0.1474333521836259,1
6.041095885547289,0,-2,-1,1,-7,-1.560158382307713,0.08713085842747523,0
0.1424657477391591,2,1,-2,-2,9,-0.1860082304526749,0.13662551440329218,0
1.2246575142752079,-1,1,0,0,-23,-1.930404594020383,0.028943560057887122,0
1.2520547870778387,-3,1,1,-2,6,-1.958016257350398,0.011503486318702325,1
5.958904094439053,0,-1,-1,0,9,-1.3408064359384968,-0.19292604501607716,1
6.043835609842809,-5,0,1,0,23,-5.4162481404942895,0.0,1
6.328767118090376,5,0,0,2,-5,3.6128749887213,0.19629225736095965,1
0.8273972559178091,4,0,2,2,-4,3.7484690034926125,0.04701688431832149,1
1.9205479399959664,1,0,2,1,-5,3.5360406091370553,0.1692047377326565,1
-1.1123287746566533,1,0,0,1,3,3.9981280454536883,0.11111790491599718,0
2.2958904040114803,3,0,2,0,-14,0.014222378297703786,-0.11483253588516748,0
1.161643829828229,0,0,-1,1,-5,0.1250630358043363,0.05486636409480583,0
5.83561643293401,-3,0,0,0,0,-4.998822806019003,0.13468013468013468,1
-0.44931507512924895,-2,0,-1,1,-6,-3.2,0.17777777777777778,1
1.6849315013950061,0,-1,0,1,-10,-3.0888888888888886,0.08888888888888888,1
1.843835611159534,0,2,-1,-1,-25,-2.832482796611391,-0.02844192968820211,0
